x,y
103.065,-86.24266815
103.07,-86.23656464
103.075,-86.16942596
103.08,-86.30980682
103.085,-86.2609787
103.09,-86.1450119
103.095,-86.24877167
103.1,-86.30370331
103.105,-86.21215057
103.11,-86.16942596
103.115,-86.28539276
103.12,-86.23656464
103.125,-86.1450119
103.13,-86.27928925
103.135,-86.27928925
103.14,-86.21215057
103.145,-86.26708221
103.15,-86.30370331
103.155,-86.21825409
103.16,-86.19384003
103.165,-86.28539276
103.17,-86.19384003
103.175,-86.18773651
103.18,-86.28539276
103.185,-86.29759979
103.19,-86.20604706
103.195,-86.29759979
103.2,-86.32201385
103.205,-86.29149628
103.21,-86.2243576
103.215,-86.36473846
103.22,-86.24877167
103.225,-86.21825409
103.23,-86.27928925
103.235,-86.29149628
103.24,-86.21825409
103.245,-86.31591034
103.25,-86.35863495
103.255,-86.25487518
103.26,-86.23046112
103.265,-86.35863495
103.27,-86.24266815
103.275,-86.23046112
103.28,-86.34642792
103.285,-86.34642792
103.29,-86.19384003
103.295,-86.33422089
103.3,-86.3769455
103.305,-86.25487518
103.31,-86.25487518
103.315,-86.35253143
103.32,-86.2609787
103.325,-86.24266815
103.33,-86.31591034
103.335,-86.31591034
103.34,-86.19384003
103.345,-86.28539276
103.35,-86.37084198
103.355,-86.26708221
103.36,-86.26708221
103.365,-86.29759979
103.37,-86.2243576
103.375,-86.17552948
103.38,33.22753525
103.385,10.69335842
103.39,4.058837414
103.395,1.776123047
103.4,2.288818121
103.405,4.174804211
103.41,6.164550304
103.415,8.197020531
103.42,10.37597561
103.425,12.34130764
103.43,14.02587891
103.435,15.51513672
103.44,17.01659966
103.445,18.29833794
103.45,19.43359184
103.455,20.49560356
103.46,21.39282036
103.465,22.03979301
103.47,22.60131645
103.475,23.27270317
103.48,23.73657036
103.485,23.97460747
103.49,24.2614727
103.495,24.32861137
103.5,24.2980938
103.505,24.32250786
103.51,24.24926567
103.515,24.04784966
103.52,23.97460747
103.525,23.91967583
103.53,23.59008598
103.535,23.29711723
103.54,22.99804497
103.545,22.57079887
103.55,22.06420708
103.555,21.72851372
103.56,21.28906059
103.565,20.62377739
103.57,20.14770317
103.575,19.68383598
103.58,19.07348442
103.585,18.42040825
103.59,17.97485161
103.595,17.16918755
103.6,16.47949028
103.605,15.97290039
103.61,15.20996094
103.615,14.30664063
103.62,13.49487305
103.625,12.68920803
103.63,11.70654202
103.635,10.68115139
103.64,9.863280296
103.645,8.764647484
103.65,7.708740234
103.655,6.634521484
103.66,5.383300304
103.665,3.924560547
103.67,2.697753668
103.675,1.336669803
103.68,-0.29296872
103.685,-1.873779297
103.69,-3.399658203
103.695,-5.230712414
103.7,-7.330322266
103.705,-9.21630764
103.71,-11.51733303
103.715,-14.01977539
103.72,-16.43676567
103.725,-18.96972466
103.73,-21.83227348
103.735,-24.82299614
103.74,-27.734375
103.745,-31.03027344
103.75,-34.48485947
103.755,-37.86010361
103.76,-41.51610947
103.765,-45.58105087
103.77,-50.12817001
103.775,-55.46264648
103.78,-61.99951172
103.785,-69.80590057
103.79,-77.28270721
103.795,-82.25096893
103.8,-84.41161346
103.805,-85.04637909
103.81,-85.33324432
103.815,-85.58348846
103.82,-85.56517792
103.825,-85.62010956
103.83,-85.7543869
103.835,-85.82762909
103.84,-85.7543869
103.845,-85.90697479
103.85,-85.96190643
103.855,-85.89476776
103.86,-85.90697479
103.865,-85.99852753
103.87,-85.93749237
103.875,-85.88866425
103.88,-86.0656662
103.885,-86.01683807
103.89,-85.96190643
103.895,-86.03514862
103.9,-86.07787323
103.905,-86.04735565
103.91,-86.05345917
103.915,-86.10839081
103.92,-86.08397675
103.925,-86.01683807
103.93,-86.09618378
103.935,-86.10839081
103.94,-86.04125214
103.945,-86.13280487
103.95,-86.21215057
103.955,-86.1450119
103.96,-86.12059784
103.965,-86.23046112
103.97,-86.15111542
103.975,-86.12059784
103.98,-86.2243576
103.985,-86.19384003
103.99,-86.13280487
103.995,-86.12670135
104,-86.26708221
104.005,-86.16332245
104.01,-86.15111542
104.015,-86.2243576
104.02,-86.21215057
104.025,-86.09008026
104.03,-86.20604706
104.035,-86.21825409
104.04,-86.16332245
104.045,-86.21825409
104.05,-86.29149628
104.055,-86.21825409
104.06,-86.10839081
104.065,-86.25487518
104.07,-86.181633
104.075,-86.1450119
104.08,-86.20604706
104.085,-86.27928925
104.09,-86.18773651
104.095,-86.25487518
104.1,-86.2243576
104.105,-86.21215057
104.11,-86.17552948
104.115,-86.27928925
104.12,-86.18773651
104.125,-86.1450119
104.13,-86.23046112
104.135,-86.19994354
104.14,-86.12670135
104.145,-86.2243576
104.15,-86.29759979
104.155,-86.19384003
104.16,-86.16942596
104.165,-86.27318573
104.17,-86.1450119
104.175,-86.15111542
104.18,-86.24877167
104.185,-86.2609787
104.19,-86.12670135
104.195,-86.21215057
104.2,-86.31591034
104.205,-86.15721893
104.21,-86.15111542
104.215,-86.24877167
104.22,-86.12670135
104.225,-86.09008026
104.23,-86.16942596
104.235,-86.15721893
104.24,-86.03514862
104.245,-86.13280487
104.25,-86.15721893
104.255,-86.05345917
104.26,-86.01073456
104.265,-86.08397675
104.27,-85.9496994
104.275,-85.8337326
104.28,-85.9496994
104.285,-85.95580292
104.29,-85.79711151
104.295,-85.89476776
104.3,-85.94359589
104.305,-85.80931854
104.31,-85.77269745
104.315,-85.82762909
104.32,-85.72997284
104.325,-85.60790253
104.33,-85.68724823
104.335,-85.57738495
104.34,-85.57128143
104.345,-85.55297089
104.35,-85.54686737
104.355,-85.42479706
104.36,-85.36986542
104.365,-85.40648651
104.37,-85.30883026
104.375,-85.2050705
104.38,31.23168945
104.385,9.729002953
104.39,4.064940929
104.395,2.47192359
104.4,2.807616949
104.405,4.455565929
104.41,6.671142578
104.415,8.721922874
104.42,10.8398428
104.425,12.82958984
104.43,14.55688477
104.435,16.11327934
104.44,17.64526176
104.445,18.73168755
104.45,19.73876762
104.455,20.73974419
104.46,21.45995903
104.465,22.20458794
104.47,22.90038872
104.475,23.49242973
104.48,23.80981255
104.485,24.13940239
104.49,24.53613091
104.495,24.52392387
104.5,24.41406059
104.505,24.43847466
104.51,24.43237114
104.515,24.20043755
104.52,24.05395317
104.525,23.96240044
104.53,23.55956841
104.535,23.2055645
104.54,22.84545708
104.545,22.39990044
104.55,21.88720512
104.555,21.5637188
104.56,21.10595512
104.565,20.45287895
104.57,19.94628716
104.575,19.54345512
104.58,18.81103325
104.585,18.17016411
104.59,17.60864067
104.595,16.84570122
104.6,16.015625
104.605,15.39306641
104.61,14.63012695
104.615,13.76953125
104.62,12.96386719
104.625,12.15820217
104.63,11.15722561
104.635,10.2539053
104.64,9.393309593
104.645,8.300780296
104.65,7.293701172
104.655,6.249999523
104.66,5.047606945
104.665,3.643798828
104.67,2.252197027
104.675,0.952148438
104.68,-0.58593744
104.685,-2.23388648
104.69,-3.704833984
104.695,-5.541991711
104.7,-7.427978516
104.705,-9.289549828
104.71,-11.19995022
104.715,-13.50708008
104.72,-15.75317383
104.725,-18.22509575
104.73,-20.7824688
104.735,-23.400877
104.74,-26.16577148
104.745,-29.24194336
104.75,-32.27538681
104.755,-35.27221298
104.76,-38.51928329
104.765,-42.18749619
104.77,-46.00829697
104.775,-50.49438095
104.78,-56.04248047
104.785,-62.81738281
104.79,-70.56273651
104.795,-77.97240448
104.8,-82.4340744
104.805,-84.30175018
104.81,-85.02806854
104.815,-85.32103729
104.82,-85.35155487
104.825,-85.48583221
104.83,-85.70555878
104.835,-85.7543869
104.84,-85.69945526
104.845,-85.80931854
104.85,-85.90697479
104.855,-85.82762909
104.86,-85.85204315
104.865,-85.96800995
104.87,-85.93138885
104.875,-85.85814667
104.88,-86.02294159
104.885,-86.05345917
104.89,-85.96800995
104.895,-86.04735565
104.9,-86.10839081
104.905,-86.01073456
104.91,-86.01683807
104.915,-86.16332245
104.92,-86.08397675
104.925,-86.04125214
104.93,-86.13890839
104.935,-86.12059784
104.94,-85.98021698
104.945,-86.10228729
104.95,-86.16332245
104.955,-86.08397675
104.96,-86.08397675
104.965,-86.16942596
104.97,-86.12059784
104.975,-85.99852753
104.98,-86.16942596
104.985,-86.15111542
104.99,-86.09618378
104.995,-86.15721893
105,-86.2243576
105.005,-86.15721893
105.01,-86.07787323
105.015,-86.11449432
105.02,-86.05345917
105.025,-85.98021698
105.03,-86.08397675
105.035,-86.13280487
105.04,-86.09008026
105.045,-86.12670135
105.05,-86.19384003
105.055,-86.05956268
105.06,-86.08397675
105.065,-86.16942596
105.07,-86.0656662
105.075,-85.99852753
105.08,-86.13890839
105.085,-86.12059784
105.09,-86.05956268
105.095,-86.18773651
105.1,-86.26708221
105.105,-86.13890839
105.11,-86.07787323
105.115,-86.24877167
105.12,-86.16942596
105.125,-86.12670135
105.13,-86.21825409
105.135,-86.19384003
105.14,-86.17552948
105.145,-86.2609787
105.15,-86.29759979
105.155,-86.2243576
105.16,-86.17552948
105.165,-86.29149628
105.17,-86.23656464
105.175,-86.16942596
105.18,-86.32201385
105.185,-86.24266815
105.19,-86.17552948
105.195,-86.26708221
105.2,-86.34642792
105.205,-86.25487518
105.21,-86.27318573
105.215,-86.35863495
105.22,-86.26708221
105.225,-86.17552948
105.23,-86.29759979
105.235,-86.29149628
105.24,-86.2243576
105.245,-86.25487518
105.25,-86.34642792
105.255,-86.29149628
105.26,-86.19384003
105.265,-86.30980682
105.27,-86.21825409
105.275,-86.19384003
105.28,-86.27928925
105.285,-86.32201385
105.29,-86.18773651
105.295,-86.25487518
105.3,-86.30980682
105.305,-86.24877167
105.31,-86.24266815
105.315,-86.35253143
105.32,-86.27318573
105.325,-86.21825409
105.33,-86.30980682
105.335,-86.27928925
105.34,-86.2243576
105.345,-86.3403244
105.35,-86.25487518
105.355,-86.23656464
105.36,-86.23046112
105.365,-86.34642792
105.37,-86.20604706
105.375,-86.19994354
105.38,33.2885704
105.385,10.66284084
105.39,3.741455078
105.395,1.611328125
105.4,1.977539063
105.405,3.668212891
105.41,5.767821789
105.415,7.885742188
105.42,10.13183498
105.425,12.2070303
105.43,13.98925781
105.435,15.48461914
105.44,17.05322075
105.445,18.23730278
105.45,19.2199688
105.455,20.28808403
105.46,21.31957817
105.465,21.99706841
105.47,22.63183403
105.475,23.23608208
105.48,23.52294731
105.485,23.77929497
105.49,24.09057426
105.495,24.15160942
105.5,24.13940239
105.505,24.23095512
105.51,24.21264458
105.515,24.01122856
105.52,23.85864067
105.525,23.91967583
105.53,23.62060356
105.535,23.42529106
105.54,23.21777153
105.545,22.83325005
105.55,22.43652153
105.555,22.10693169
105.56,21.72851372
105.565,21.14257622
105.57,20.70312309
105.575,20.30639458
105.58,19.59228325
105.585,18.94531059
105.59,18.4387188
105.595,17.71240044
105.6,16.91894341
105.605,16.22314262
105.61,15.53955078
105.615,14.68505859
105.62,13.96484375
105.625,13.20800781
105.63,12.18871975
105.635,11.16332912
105.64,10.33935452
105.645,9.31396389
105.65,8.288573265
105.655,7.12890625
105.66,6.060790539
105.665,4.577636242
105.67,3.405761719
105.675,2.032470465
105.68,0.494384766
105.685,-1.098632693
105.69,-2.691650152
105.695,-4.479979992
105.7,-6.280517101
105.705,-8.068846703
105.71,-10.24169827
105.715,-12.53662014
105.72,-14.79492188
105.725,-17.33398247
105.73,-20.0012188
105.735,-22.87597466
105.74,-25.73242188
105.745,-28.85131836
105.75,-32.08007813
105.755,-35.29662704
105.76,-38.73900986
105.765,-42.61474228
105.77,-46.65526962
105.775,-51.26953125
105.78,-57.08007813
105.785,-64.19067383
105.79,-72.09471893
105.795,-79.05272675
105.8,-83.11156464
105.805,-84.57640839
105.81,-85.15624237
105.815,-85.38207245
105.82,-85.4797287
105.825,-85.44921112
105.83,-85.6384201
105.835,-85.68114471
105.84,-85.76659393
105.845,-85.78490448
105.85,-85.81542206
105.855,-85.74828339
105.86,-85.77269745
105.865,-85.88256073
105.87,-85.8337326
105.875,-85.81542206
105.88,-85.9496994
105.885,-85.94359589
105.89,-85.8703537
105.895,-85.91918182
105.9,-85.9863205
105.905,-85.94359589
105.91,-85.9496994
105.915,-86.0290451
105.92,-85.96800995
105.925,-85.9496994
105.93,-86.02294159
105.935,-86.04735565
105.94,-85.95580292
105.945,-86.04125214
105.95,-86.0656662
105.955,-86.02294159
105.96,-85.99852753
105.965,-86.0656662
105.97,-85.96800995
105.975,-85.9496994
105.98,-86.12059784
105.985,-86.16332245
105.99,-85.99852753
105.995,-86.0656662
106,-86.09008026
106.005,-85.9863205
106.01,-86.03514862
106.015,-86.10839081
106.02,-85.99242401
106.025,-85.98021698
106.03,-86.04125214
106.035,-86.09618378
106.04,-86.04735565
106.045,-86.04125214
106.05,-86.09618378
106.055,-86.01073456
106.06,-86.0290451
106.065,-86.11449432
106.07,-86.09618378
106.075,-85.9863205
106.08,-86.05345917
106.085,-86.09008026
106.09,-86.02294159
106.095,-86.07787323
106.1,-86.13280487
106.105,-86.03514862
106.11,-86.09618378
106.115,-86.16942596
106.12,-86.13280487
106.125,-86.02294159
106.13,-86.12059784
106.135,-86.16942596
106.14,-86.05956268
106.145,-86.12059784
106.15,-86.181633
106.155,-86.07176971
106.16,-86.0656662
106.165,-86.13890839
106.17,-86.05956268
106.175,-86.05345917
106.18,-86.10839081
106.185,-86.13280487
106.19,-86.0290451
106.195,-86.13890839
106.2,-86.16332245
106.205,-86.10228729
106.21,-86.09618378
106.215,-86.10839081
106.22,-86.0290451
106.225,-85.9496994
106.23,-86.08397675
106.235,-86.07176971
106.24,-85.92528534
106.245,-86.0290451
106.25,-86.07176971
106.255,-86.00463104
106.26,-85.98021698
106.265,-86.04735565
106.27,-85.91918182
106.275,-85.90087128
106.28,-85.76659393
106.285,-85.68724823
106.29,-85.66893768
106.295,-85.77880096
106.3,-85.80931854
106.305,-85.68114471
106.31,-85.7543869
106.315,-85.80321503
106.32,-85.72386932
106.325,-85.64452362
106.33,-85.78490448
106.335,-85.82152557
106.34,-85.73607635
106.345,-85.791008
106.35,-85.87645721
106.355,-85.69945526
106.36,-85.76659393
106.365,-85.76049042
106.37,-85.70555878
106.375,-85.61400604
106.38,31.40869141
106.385,9.600829124
106.39,3.466796875
106.395,1.684570313
106.4,2.160644293
106.405,4.052733898
106.41,6.048583508
106.415,7.885742188
106.42,10.04028225
106.425,11.98730373
106.43,13.58032227
106.435,15.03295898
106.44,16.61987114
106.445,17.78564262
106.45,18.85986137
106.455,20.01342583
106.46,20.9777813
106.465,21.69799614
106.47,22.44872856
106.475,23.05908012
106.48,23.44360161
106.485,23.66332817
106.49,23.95019341
106.495,24.04784966
106.5,24.07836723
106.505,24.19433403
106.51,24.21874809
106.515,23.89526176
106.52,23.85253716
106.525,23.791502
106.53,23.49853325
106.535,23.21166801
106.54,22.90038872
106.545,22.50976372
